row_idx,kappa,curvature_bin,lid,lof,density
4150,0.25206208,low,0.2739172,1.028879,3.5088682
4151,0.25942183,low,0.3071315,1.0097258,4.3841414
4152,0.29499155,medium,0.32676622,1.0177592,3.829217
4153,0.27665818,medium,0.34000042,1.0809046,2.112886
4154,0.2893328,medium,0.24730986,1.0062722,3.2826254
4155,0.31669462,high,0.3141664,1.0053107,4.1489143
4156,0.22930449,low,0.2452508,1.0180639,3.3064435
4157,0.24100143,low,0.41457826,1.0102183,4.0862446
4158,0.29427046,medium,0.40643516,1.0130299,3.541715
4159,0.31942874,high,0.34492168,1.0334812,3.4314044
4160,0.2956769,medium,0.36237437,1.0425206,2.2373948
4161,0.23814529,low,0.4078885,1.0019846,3.3177326
4162,0.36484283,high,0.22317512,1.0172141,3.2838776
4163,0.365346,high,0.2767153,1.0119598,4.494927
4164,0.30516762,medium,0.3260399,1.009781,4.098881
4165,0.2361024,low,0.28628877,1.0647452,2.8921165
4166,0.3219164,high,0.31285295,1.0015867,3.7117152
4167,0.25244164,low,0.35411945,1.017927,2.4520307
4168,0.26360458,low,0.16269246,1.0907196,2.9876955
4169,0.30703855,medium,0.12823907,0.9950833,4.2572227
4170,0.30529618,medium,0.42091885,1.102667,2.7869163
4171,0.21861446,low,0.30048794,0.97741836,4.0007133
4172,0.17387486,low,0.41773698,1.0296613,3.668076
4173,0.29140192,medium,0.23883145,0.99826425,4.129086
4174,0.30283272,medium,0.18740644,1.0063134,4.437745
4175,0.2365579,low,0.5345949,0.9956605,4.2147164
4176,0.3191769,high,0.14370483,1.1160387,2.7519524
4177,0.30205977,medium,0.14342469,1.1132617,2.2279046
4178,0.2537436,low,0.18784925,1.0297604,3.3041408
4179,0.26130706,low,0.39916793,0.9922562,4.3227367
4180,0.2168312,low,0.3924063,1.0073999,3.1939752
4181,0.26642376,medium,0.2086474,1.4626386,1.1209936
4182,0.32093722,high,0.2666865,1.0621383,2.6327586
4183,0.2737779,medium,0.23866342,1.0574853,1.5797765
4184,0.3741486,high,0.30024782,1.0127735,3.8636584
4185,0.26805145,medium,0.4161132,1.0242429,3.921264
4186,0.24095869,low,0.29619986,0.99815995,4.4700823
4187,0.27702796,medium,0.25637206,1.0248064,4.4187784
4188,0.25332612,low,0.3003467,0.9871167,4.1373186
4189,0.40201366,high,0.27484715,1.0060223,4.5920563
4190,0.287341,medium,0.20401329,1.093771,3.0942147
4191,0.3189863,high,0.19156696,1.0212901,4.0036836
4192,0.33961916,high,0.26568612,1.0128542,3.6933105
4193,0.26957148,medium,0.39143702,1.0156609,4.2248054
4194,0.35113192,high,0.4215175,0.99620444,5.355102
4195,0.3411904,high,0.3108962,0.98443305,4.580154
4196,0.36288095,high,0.20345889,1.053104,3.163217
4197,0.23091954,low,0.29910848,1.1469356,1.2587628
4198,0.26810157,medium,0.29773328,1.1155598,2.187445
4199,0.25764394,low,0.3270582,1.107879,0.7225913
4200,0.3322456,high,0.4236934,0.98647255,4.3992934
4201,0.26608986,medium,0.14764133,1.0214682,3.840155
4202,0.3924873,high,0.30757686,0.99418664,3.733254
4203,0.24338883,low,0.22736077,1.0033296,4.3247557
4204,0.23969215,low,0.13467789,1.0113512,4.5528636
4205,0.27325618,medium,0.3584176,1.0513682,4.0609226
4206,0.31161666,high,0.29630116,0.9796491,4.732167
4207,0.26790458,medium,0.33939022,1.0148222,4.173666
4208,0.2817921,medium,0.17874004,0.9868416,4.3440003
4209,0.31489694,high,0.29036584,1.1182739,1.2056856
4210,0.28509367,medium,0.30608836,1.0483785,2.7894666
4211,0.30239475,medium,0.17801227,1.0029047,4.7887163
4212,0.27888852,medium,0.40271682,0.9978198,3.345813
4213,0.31221622,high,0.30373105,1.0744361,2.45662
4214,0.27689064,medium,0.11348971,1.3708234,1.3347461
4215,0.22126359,low,0.48051548,1.0490282,3.1407523
4216,0.31716216,high,0.22293745,1.0062442,4.425802
4217,0.2895357,medium,0.31042686,1.0550475,2.2490652
4218,0.24074155,low,0.29141518,1.0201795,3.7412503
4219,0.36118942,high,0.32550177,1.0089159,4.0235014
4220,0.25689834,low,0.4153088,1.148183,1.4447851
4221,0.28749365,medium,0.44620073,1.0489795,4.0055447
4222,0.32618493,high,0.15622213,1.0053473,4.997009
4223,0.3097903,medium,0.1905949,1.0081866,5.2288804
4224,0.26733142,medium,0.22585906,1.1590593,2.5046308
4225,0.2259633,low,0.1624884,0.99293655,3.6425612
4226,0.40348446,high,0.16030687,1.0116861,4.3941708
4227,0.24601477,low,0.22153433,1.0026009,4.7675276
4228,0.37195033,high,0.25749934,1.038409,2.830827
4229,0.27756363,medium,0.2739454,1.0642627,1.834525
4230,0.29419076,medium,0.19023032,1.0005742,5.0144877
4231,0.2777611,medium,0.35103232,1.0097259,5.017477
4232,0.20718032,low,0.2403934,1.2090782,1.5838038
4233,0.35488766,high,0.2299271,1.0315372,2.5227532
4234,0.19953543,low,0.26392877,1.0813257,2.7961752
4235,0.3139454,high,0.38947463,1.0007858,4.3395953
4236,0.31208414,high,0.29659954,1.0179871,3.697926
4237,0.26039732,low,0.314127,1.0176065,3.2039943
4238,0.33615983,high,0.113296,1.0561537,2.9808857
4239,0.24315941,low,0.23907156,1.0258257,3.1800995
4240,0.29233557,medium,0.16299556,1.0114741,3.3406532
4241,0.319197,high,0.13713963,1.2803982,1.7713282
4242,0.29990822,medium,0.23909186,1.1351362,2.5516
4243,0.24539322,low,0.22770299,1.0206625,3.3813744
4244,0.384717,high,0.14330603,1.2695472,1.6585387
4245,0.2452951,low,0.21299584,1.0153167,3.490069
4246,0.25537515,low,0.30185506,1.0846494,3.2724226
4247,0.2894537,medium,0.23348391,1.1388793,2.5086508
4248,0.19927222,low,0.24184929,1.2605515,1.0651817
4249,0.32325727,high,0.2914605,1.0211247,3.9779751
4250,0.26543623,medium,0.30047965,1.0921474,3.4627714
4251,0.34394032,high,0.27203065,1.0075161,4.2550907
4252,0.34009182,high,0.20303267,1.0702096,2.882574
4253,0.22315973,low,0.19277903,1.7134715,0.9687005
4254,0.2960658,medium,0.341588,1.0772561,2.4003377
4255,0.336199,high,0.29506788,1.0293884,3.3495226
4256,0.27927387,medium,0.23030673,1.1169528,2.116476
4257,0.15314198,low,0.14505495,1.2566997,1.5365676
4258,0.35614836,high,0.17048067,1.116841,2.456118
4259,0.38372898,high,0.18729134,1.4808255,1.1664275
4260,0.28708756,medium,0.2317424,1.1427372,1.5447714
4261,0.28966218,medium,0.20916097,1.0442985,3.020467
4262,0.26793158,medium,0.16733398,1.3507961,1.0559434
4263,0.22405267,low,0.1710133,1.4027127,0.98770744
4264,0.2850554,medium,0.20761822,1.1308569,1.4340078
4265,0.31731927,high,0.36182368,1.0966378,2.0113592
4266,0.27288443,medium,0.24145398,1.227825,1.3499668
4267,0.33019108,high,0.29535934,1.1841723,1.5643868
4268,0.3591383,high,0.16684134,1.2143987,1.5390881
4269,0.24120188,low,0.114460476,1.1717777,1.5875093
4270,0.26205772,low,0.17235331,1.1647347,1.6826975
4271,0.21258163,low,0.24406621,1.082868,2.339504
4272,0.24072438,low,0.26818585,1.1412234,1.6092412
4273,0.2723757,medium,0.24809785,1.0982431,1.6303935
4274,0.1932823,low,0.30742934,1.0979742,1.9859644
4275,0.2789414,medium,0.16959098,1.1961664,2.0348911
4276,0.30193746,medium,0.17545398,1.1887745,1.677765
4277,0.3564512,high,0.3085871,0.99966717,2.6229537
4278,0.24123055,low,0.329725,1.1859015,2.3735602
4279,0.23899019,low,0.21722029,1.0860966,1.9329767
4280,0.3212772,high,0.18659237,1.1399945,2.3378863
4281,0.21460271,low,0.4222549,1.2905034,1.1329648
4282,0.28952998,medium,0.4050336,1.0205684,2.6442232
4283,0.39483,high,0.33234876,1.0846702,2.0841966
4284,0.29712355,medium,0.28846827,1.1675608,1.7447028
4285,0.3261649,high,0.32639492,1.0821972,1.8416299
4286,0.31302154,high,0.17154726,1.198961,1.7725792
4287,0.3383776,high,0.32922754,1.0967706,1.719184
4288,0.34051436,high,0.35302728,1.2097409,1.6136143
4289,0.3606686,high,0.23677346,1.434578,1.106757
4290,0.36227453,high,0.22488873,0.9956478,2.4308314
4291,0.24569577,low,0.18701278,1.1577077,1.8728828
4292,0.28491807,medium,0.25472444,1.0132502,2.4598837
4293,0.23894113,low,0.39288977,0.9963433,2.6000304
4294,0.2541166,low,0.2846345,1.1391549,1.9005708
4295,0.1957838,low,0.22939563,1.0511644,2.9790466
4296,0.3360638,high,0.28538212,1.1012233,1.1863526
4297,0.29159057,medium,0.4474775,1.0479617,2.3572454
4298,0.3116622,high,0.2500699,0.99603844,2.6997843
4299,0.19135064,low,0.25723854,1.0991386,1.9220381
4300,0.34490037,high,0.25525394,1.0369859,2.1026452
4301,0.27345687,medium,0.20996323,1.4081843,1.1338071
4302,0.24949586,low,0.26272902,1.1830217,1.8479857
4303,0.3068,medium,0.23598783,1.0274777,2.3169122
4304,0.28607237,medium,0.3144057,1.1850091,1.7930055
4305,0.27567393,medium,0.30256116,1.0124382,3.5465956
4306,0.29556322,medium,0.20402224,1.1003382,1.8719752
4307,0.22533858,low,0.22281936,1.0283405,2.1843307
4308,0.33427215,high,0.33917183,1.082669,1.9786849
4309,0.24161619,low,0.28801328,1.1321203,2.6935954
4310,0.2570156,low,0.31496966,1.4918684,1.1827114
4311,0.28545082,medium,0.2724351,1.0136172,2.8026822
4312,0.28043014,medium,0.29269078,1.0260379,1.7404908
4313,0.25677282,low,0.3357545,1.2442464,1.0486897
4314,0.29215264,medium,0.26397797,1.1793938,1.5617101
4315,0.3793624,high,0.38761413,1.1968583,1.5901502
4316,0.2652874,medium,0.26031384,1.1326045,2.0881515
4317,0.26865608,medium,0.24141735,1.0382656,3.927448
4318,0.25281626,low,0.32250324,0.9802906,4.6227884
4319,0.30317962,medium,0.2523705,1.1659337,1.575411
4320,0.3451447,high,0.15776426,1.0145291,3.1564472
4321,0.27904713,medium,0.28818184,1.1179601,2.9733346
4322,0.36618102,high,0.35989165,0.9706085,6.312352
4323,0.2650842,medium,0.31902748,1.0337688,3.9767723
4324,0.26732135,medium,0.21889368,1.0149078,4.0621367
4325,0.3095302,medium,0.24185325,1.0354707,3.629729
4326,0.29897577,medium,0.26647443,0.9952104,4.420458
4327,0.29880494,medium,0.23505464,1.0308115,3.2145357
4328,0.22488844,low,0.27040526,1.0131241,4.791244
4329,0.20663953,low,0.15410714,1.0784792,3.3441873
4330,0.31006008,high,0.35651076,1.1314635,2.3363512
4331,0.23490298,low,0.13906543,1.0025722,3.4205902
4332,0.3204353,high,0.22514871,1.0752052,2.8409638
4333,0.30368376,medium,0.48174164,1.0031246,4.108411
4334,0.3077634,medium,0.486179,1.0104569,5.030575
4335,0.2930485,medium,0.35586777,1.0020919,2.5555568
4336,0.25352234,low,0.16636677,1.1488343,2.2728083
4337,0.250682,low,0.28945225,1.1404574,2.590804
4338,0.37335032,high,0.2547662,0.99077976,4.026224
4339,0.31070733,high,0.17672081,1.2317876,1.7002214
4340,0.36438316,high,0.19988215,1.0156898,2.3692431
4341,0.29890853,medium,0.20090021,1.219959,1.7445946
4342,0.35137457,high,0.36964652,1.0636904,2.4434328
4343,0.24797302,low,0.38062397,1.029137,3.1838078
4344,0.22447151,low,0.29749817,1.1060213,1.634259
4345,0.29746348,medium,0.1766826,1.1243554,1.7740399
4346,0.27881402,medium,0.5493828,1.1165377,2.5179744
4347,0.23555136,low,0.22019385,1.0902303,2.7942326
4348,0.33034283,high,0.20584789,1.0454814,2.744016
4349,0.24011141,low,0.29201692,1.2007328,2.127533
4350,0.30243433,medium,0.2332208,1.3484666,1.9781374
4351,0.27065963,medium,0.31064808,1.0395664,3.1139903
4352,0.2394864,low,0.16752125,2.0071778,0.32949275
4353,0.26909375,medium,0.18620361,1.1676962,1.5511054
4354,0.19655484,low,0.23702884,1.3221806,1.5622174
4355,0.32838237,high,0.2507269,1.1364405,1.9370033
4356,0.34356785,high,0.33562744,1.0037802,4.018497
4357,0.35848016,high,0.22667408,1.0258896,3.3367412
4358,0.29773992,medium,0.37546885,1.0098649,4.7783513
4359,0.36903876,high,0.38611364,1.0925936,2.5178049
4360,0.3581171,high,0.16935915,1.076905,3.0204446
4361,0.30567396,medium,0.24398255,1.0067054,4.6392684
4362,0.2682076,medium,0.26893702,0.99522287,4.6319337
4363,0.25860822,low,0.34300873,1.036858,3.513462
4364,0.3065074,medium,0.18826126,0.9848486,5.0473566
4365,0.27995652,medium,0.40361166,1.060222,1.6926961
4366,0.19748181,low,0.18942297,1.0288098,3.789936
4367,0.21030223,low,0.1721368,1.1074865,3.109601
4368,0.2535349,low,0.17071658,1.0281022,3.884334
4369,0.279517,medium,0.39642763,1.0395197,3.7098503
4370,0.34018856,high,0.17743509,0.99053913,4.3656077
4371,0.28565657,medium,0.40633127,1.0182656,4.0008855
4372,0.25822127,low,0.13362254,0.9958858,4.8396883
4373,0.33333337,high,0.32015342,1.1122586,3.0831482
4374,0.27470285,medium,0.22909367,1.0239428,4.617166
4375,0.33135146,high,0.1931634,1.0982053,2.3351424
4376,0.18978333,low,0.42867038,1.003991,4.3082185
4377,0.2809574,medium,0.17854123,0.9972126,4.1459713
4378,0.3482775,high,0.19588651,0.9910022,5.3612175
4379,0.32204896,high,0.27683502,1.1189368,2.9388137
4380,0.29729098,medium,0.3894605,1.0056158,4.316535
4381,0.33558798,high,0.2139257,0.98166984,4.2704406
4382,0.33771205,high,0.32348278,0.97256875,4.5300636
4383,0.2914154,medium,0.19306615,0.9921876,3.41847
4384,0.34720147,high,0.21184075,1.0746802,3.8072267
4385,0.30335236,medium,0.18705164,1.0873355,2.773194
4386,0.19609106,low,0.51324356,1.0472972,3.5181372
4387,0.25031906,low,0.5086715,1.0269828,3.4022737
4388,0.23823744,low,0.35785347,1.0502092,2.3407354
4389,0.17056423,low,0.2843278,1.0718007,2.5707057
4390,0.31502938,high,0.16749622,1.1230985,1.8992206
4391,0.20885605,low,0.27593842,1.5638524,1.1934596
4392,0.23269957,low,0.22091947,1.0859485,2.7168477
4393,0.3081358,medium,0.41815135,1.0008622,3.9334664
4394,0.32382107,high,0.2777252,1.1239599,2.2106533
4395,0.3363796,high,0.60141116,1.030034,3.7353456
4396,0.20202458,low,0.13523312,1.039684,3.7796285
4397,0.30886698,medium,0.32586545,1.3640721,1.305238
4398,0.30904585,medium,0.29662764,1.032521,2.8904514
4399,0.29815012,medium,0.15774341,1.1029944,2.3546185
4400,0.24676204,low,0.24711272,0.9948161,3.941711
4401,0.25412202,low,0.20175037,1.0026994,3.7572148
4402,0.30811834,medium,0.26713046,1.1389744,2.025431
4403,0.34265614,high,0.22059588,1.0317264,3.062381
4404,0.33736742,high,0.27975318,1.0964131,2.1916342
4405,0.23507756,low,0.2331388,1.1267431,0.8989184
4406,0.23600239,low,0.2095651,1.0537353,1.1602666
4407,0.2982114,medium,0.11705546,1.0466068,2.8955557
4408,0.27201283,medium,0.3643143,0.97717196,5.235798
4409,0.18808043,low,0.33756804,1.0024618,3.867935
4410,0.32175022,high,0.3967694,0.999914,5.271962
4411,0.30856168,medium,0.32307664,1.4225868,0.6622494
4412,0.3744831,high,0.3158668,1.1465604,2.3217454
4413,0.3134297,high,0.54812855,1.0257266,3.7622042
4414,0.274768,medium,0.5529321,1.0340575,3.7376175
4415,0.31207657,high,0.3886405,1.0009998,4.3712907
4416,0.19402939,low,0.3241612,1.2352997,1.8353195
4417,0.351236,high,0.28958097,0.99918526,3.8826277
4418,0.30817777,medium,0.14585173,1.0371695,3.5678425
4419,0.28007853,medium,0.21129684,1.0430269,2.4103048
4420,0.31565094,high,0.23891109,0.9895108,4.412381
4421,0.3019001,medium,0.20392418,1.0543478,2.7096148
4422,0.28748196,medium,0.30261934,1.0555125,3.069089
4423,0.3657002,high,0.30433887,1.1953088,2.182593
4424,0.29521847,medium,0.28516674,1.1897868,0.5906146
4425,0.23249513,low,0.3636188,1.094918,1.4263892
4426,0.27739394,medium,0.21219467,1.0591165,2.0526512
4427,0.26244575,low,0.38838157,0.9925376,4.2832894
4428,0.32512438,high,0.15770277,1.0994707,3.1303806
4429,0.27652395,medium,0.37605113,1.0938115,1.7705728
4430,0.33621192,high,0.28453904,1.0845536,2.8025079
4431,0.24181086,low,0.3195961,0.98696226,3.5623598
4432,0.27967173,medium,0.29238236,1.0356628,2.8251333
4433,0.2390725,low,0.31165454,0.9860583,4.2163477
4434,0.2605117,low,0.1763529,1.0286214,2.922117
4435,0.25066197,low,0.2763162,1.2859018,1.5774264
4436,0.3082114,medium,0.3971078,1.0236217,2.8562887
4437,0.24724227,low,0.40897608,1.0124023,3.4487498
4438,0.28928524,medium,0.38398847,0.99460506,4.4434276
4439,0.2734242,medium,0.480763,1.0293572,5.1504436
4440,0.32902557,high,0.27975827,1.0081228,3.8802526
4441,0.3456515,high,0.2726479,1.0135498,3.767943
4442,0.24981678,low,0.3207434,1.0150213,3.2939215
4443,0.37805688,high,0.45039174,0.98154587,4.1836395
4444,0.2538817,low,0.1885376,1.168159,2.2786682
4445,0.2670555,medium,0.29179114,1.0439352,3.1721976
4446,0.30656254,medium,0.23635572,0.9764148,3.9884353
4447,0.30603224,medium,0.26628736,1.0037446,3.7822359
4448,0.30855715,medium,0.2070767,1.0168074,4.2982345
4449,0.32855737,high,0.37135887,0.98831683,5.1320558
4450,0.29147977,medium,0.18768828,1.0624725,2.4011462
4451,0.3256809,high,0.19596978,1.0027548,3.888237
4452,0.34717542,high,0.5296479,1.0171942,3.18975
4453,0.3207608,high,0.3810655,1.0359031,3.3690722
4454,0.30708426,medium,0.54217213,1.0883579,1.717334
4455,0.17973495,low,0.2277324,1.0111481,3.474684
4456,0.27280217,medium,0.30549315,0.9871166,3.8008206
4457,0.28111345,medium,0.3050586,1.0199097,3.375127
4458,0.27479154,medium,0.47993973,0.9878996,3.9865015
4459,0.20072758,low,0.41109106,1.0038483,5.153823
4460,0.33029938,high,0.3067361,1.0767909,3.3479707
4461,0.29534763,medium,0.37761766,1.0045426,2.9895635
4462,0.23572236,low,0.23914987,1.0926647,2.5058165
4463,0.33653212,high,0.3208321,1.0109999,3.7755392
4464,0.39336032,high,0.18596265,0.96416503,4.8956738
4465,0.32175702,high,0.1428567,0.99968565,4.096722
4466,0.29171395,medium,0.34527352,0.9943736,4.201723
4467,0.24985534,low,0.55852014,0.9921857,5.022249
4468,0.30599743,medium,0.28475612,1.0163915,2.4930742
4469,0.3835858,high,0.22342433,1.0608866,2.570849
4470,0.32120818,high,0.32168353,0.9905537,4.1666446
4471,0.1917023,low,0.354242,1.0300834,3.4148483
4472,0.24575299,low,0.28972238,0.99055785,4.123977
4473,0.26883405,medium,0.18939973,0.99286324,4.22334
4474,0.24918449,low,0.30055097,0.9972196,4.1461067
4475,0.29541856,medium,0.1473539,1.139419,2.3702095
4476,0.22427231,low,0.37826416,1.0074401,3.4827704
4477,0.28701067,medium,0.3035992,0.98662204,4.437465
4478,0.2278418,low,0.3138934,1.02211,3.252736
4479,0.15950477,low,0.26379618,1.1713929,0.42023903
4480,0.33647317,high,0.3725991,1.1046449,3.3840818
4481,0.2651664,medium,0.25419137,1.0847458,2.9087934
4482,0.23259354,low,0.39848274,1.0863143,2.7062063
4483,0.26451582,low,0.2704517,1.2810718,1.8130714
4484,0.3337255,high,0.38075194,1.058905,1.8905755
4485,0.23235148,low,0.2751374,1.0187215,3.5479429
4486,0.3090592,medium,0.4211801,1.0429206,2.9181795
4487,0.2659366,medium,0.18108535,1.1649203,2.3490493
4488,0.23814756,low,0.5059143,1.0028322,3.7946534
4489,0.23971164,low,0.22246963,1.1036729,1.2511525
4490,0.35367692,high,0.2232131,1.1988976,1.2785031
4491,0.2335493,low,0.313951,1.6454788,0.933193
4492,0.14541817,low,0.14815749,1.564085,0.3297698
4493,0.3358268,high,0.29496777,1.1335526,2.308793
4494,0.28306544,medium,0.3170772,1.046672,1.8614008
4495,0.23055834,low,0.30760065,1.0286757,3.7544906
4496,0.25009084,low,0.31128228,0.9927187,4.55264
4497,0.31029642,high,0.18226983,1.1388408,2.555763
4498,0.2636171,low,0.4233561,1.1520665,2.124758
4499,0.31323075,high,0.1433291,0.9791264,3.3777647
4500,0.2495361,low,0.27202088,1.048827,2.9065218
4501,0.25277233,low,0.33057332,1.042763,2.71649
4502,0.3064646,medium,0.20572989,1.0284138,3.7532809
4503,0.30976635,medium,0.24171649,1.0412209,3.523905
4504,0.27521265,medium,0.15344812,1.0428528,2.6512697
4505,0.36313456,high,0.368296,1.0766758,2.9329255
4506,0.2521481,low,0.36102498,1.0165347,3.09664
4507,0.2745772,medium,0.26390302,1.009483,3.8290036
4508,0.24449825,low,0.17186946,1.0215148,3.0873747
4509,0.21124923,low,0.24381594,0.99813473,4.2026777
4510,0.36743987,high,0.27217388,1.1153607,2.1304002
4511,0.30696762,medium,0.39014468,0.9921841,3.7586741
4512,0.3046046,medium,0.3395996,1.0362655,3.155432
4513,0.30022788,medium,0.25582424,1.0765703,2.7774906
4514,0.30147994,medium,0.3458191,1.0223982,3.8783858
4515,0.3076098,medium,0.24111761,1.0028746,3.483285
4516,0.29677427,medium,0.26381838,0.976367,4.938161
4517,0.31038833,high,0.26469326,1.0083779,4.236457
4518,0.32118982,high,0.24776822,0.9890559,3.8867133
4519,0.3685062,high,0.26020506,1.0488551,3.1454082
4520,0.27844995,medium,0.16114968,1.1187121,2.5837536
4521,0.3297643,high,0.78370225,0.98378605,4.9409084
4522,0.21435428,low,0.25969377,0.99465334,3.4644425
4523,0.33429646,high,0.28276578,0.98827916,3.5737388
4524,0.26115096,low,0.33573538,1.3864609,1.5663056
4525,0.3494771,high,0.24297759,1.0895981,2.316988
4526,0.32413125,high,0.4480124,1.0462016,3.1006303
4527,0.26071727,low,0.22033764,1.0314658,2.9180844
4528,0.28292185,medium,0.27539375,1.2353787,1.6538607
4529,0.3309831,high,0.3811375,1.1556116,1.9311209
4530,0.19049764,low,0.15167093,1.209329,2.0194347
4531,0.22537231,low,0.33149633,1.0000533,3.8147795
4532,0.33795065,high,0.33378136,1.006238,3.3971336
4533,0.30637872,medium,0.35403854,1.1904311,1.9408935
4534,0.14786547,low,0.2714663,0.9948873,4.285936
4535,0.31637567,high,0.32643023,0.99778557,4.4344378
4536,0.39027888,high,0.23322804,1.1433619,1.853822
4537,0.21931428,low,0.4418339,1.0226905,3.1005876
4538,0.26019645,low,0.41547805,0.9959634,4.4083014
4539,0.27987844,medium,0.2922233,0.9968536,3.757166
4540,0.34557343,high,0.36863175,1.0544951,2.7710452
4541,0.2506054,low,0.26225892,1.0286129,3.270386
4542,0.3021838,medium,0.37659985,1.1011856,1.6282169
4543,0.2738766,medium,0.2779097,1.0403658,2.5738392
4544,0.33668506,high,0.23884551,0.99334204,3.6319106
4545,0.2532394,low,0.14615586,0.9941399,3.796447
4546,0.37989897,high,0.21560156,1.339136,0.71500766
4547,0.26492512,medium,0.20490271,1.1204344,1.8131412
4548,0.2143125,low,0.14169054,1.6964656,0.40695164
4549,0.2711072,medium,0.33553717,1.0236771,3.7386422
4550,0.23011732,low,0.31968486,1.381343,0.91052467
4551,0.26740235,medium,0.2716539,1.1637973,1.7233268
4552,0.2816882,medium,0.18064839,1.5310868,0.57731754
4553,0.2611451,low,0.2317647,1.3851799,1.0892262
4554,0.22982395,low,0.46857622,1.2018033,1.6928132
4555,0.2950909,medium,0.19809248,1.0328577,2.2810755
4556,0.26291335,low,0.1754455,1.8096896,0.6441581
4557,0.12960559,low,0.13804115,1.6961477,0.6888352
4558,0.20927894,low,0.34728882,1.4010776,1.1000596
4559,0.1912514,low,0.17426473,1.858476,0.32677233
4560,0.33460778,high,0.17013073,1.0523355,2.2214696
4561,0.24330205,low,0.23911312,1.3653524,0.92730963
4562,0.3141575,high,0.22673845,1.2314585,1.5795982
4563,0.2982297,medium,0.37792918,1.2469522,1.9651111
4564,0.26072276,low,0.26188418,1.0479198,2.9814384
4565,0.3355657,high,0.16328289,1.2716534,1.9706036
4566,0.3550945,high,0.32783923,1.0111872,3.6584373
4567,0.292978,medium,0.122949645,1.1125437,2.0093648
4568,0.3020724,medium,0.32154992,1.057008,1.8974622
4569,0.24477392,low,0.1537852,1.0425944,3.1248488
4570,0.3280897,high,0.37935728,1.1654257,1.8365128
4571,0.12798673,low,0.17551078,1.1592001,2.2966616
4572,0.26060492,low,0.14433672,1.2340835,2.062249
4573,0.34765524,high,0.15554106,1.0255996,2.1174068
4574,0.2568847,low,0.16446725,1.1160161,2.7912526
4575,0.19917822,low,0.2631788,1.0760465,3.1173148
4576,0.3188287,high,0.1676792,1.2274727,1.8152709
4577,0.40313786,high,0.3229128,1.1089162,1.8291739
4578,0.2783239,medium,0.16700095,0.99620944,4.105712
4579,0.21525252,low,0.19581325,1.2069651,1.1892376
4580,0.22518063,low,0.23748651,1.1024773,1.7940813
4581,0.21279573,low,0.3080727,1.2607901,1.3153037
4582,0.26495647,medium,0.2618589,1.1311243,1.3960073
4583,0.2210291,low,0.18255505,1.3707273,1.1086507
4584,0.3023756,medium,0.3289786,1.4495419,1.1268383
4585,0.2578494,low,0.23552778,1.3876138,1.3177387
4586,0.33889544,high,0.30587783,1.1767464,1.5611211
4587,0.29245472,medium,0.23982978,1.4001657,1.2794089
4588,0.25821573,low,0.17189759,1.623726,0.8537593
4589,0.19193447,low,0.2538927,1.3111337,1.5755445
4590,0.33687443,high,0.22657618,1.4178429,0.89707845
4591,0.2593602,low,0.2610014,1.3251747,1.2394392
4592,0.28495955,medium,0.3717625,1.1557778,1.7174603
4593,0.17517424,low,0.1403875,1.4043732,0.9844328
4594,0.2365526,low,0.2527354,1.0782249,2.0002863
4595,0.3048479,medium,0.21252573,1.1864628,1.6818576
4596,0.24258548,low,0.37106085,1.2935565,1.61864
4597,0.22241944,low,0.11646512,1.4058717,0.9989196
4598,0.2125417,low,0.22776839,1.4342717,1.5728501
4599,0.18182755,low,0.27681845,1.5999132,1.0292803
4600,0.37707168,high,0.4044232,0.99495375,2.9421692
4601,0.2763096,medium,0.27767414,1.3153023,1.2370446
4602,0.30709732,medium,0.17810515,1.9987876,0.75984263
4603,0.2601053,low,0.24867238,1.012188,3.2867644
4604,0.29923618,medium,0.24343406,1.0391712,1.525872
4605,0.34076375,high,0.34810278,1.0853039,1.4062605
4606,0.26225412,low,0.5646104,1.078737,1.3290561
4607,0.26758605,medium,0.20897052,1.1324571,2.126983
4608,0.25749344,low,0.22848678,1.0155383,4.08362
4609,0.17012972,low,0.11086326,1.4349954,1.0449021
4610,0.33939928,high,0.3070895,1.0879209,2.3815615
4611,0.31653267,high,0.36828077,1.1097591,1.6823211
4612,0.19934326,low,0.2328502,1.2497104,1.338789
4613,0.3147657,high,0.1984654,1.085131,1.9451214
4614,0.28811365,medium,0.18198098,1.0876482,1.8259927
4615,0.3030048,medium,0.3164228,1.2707696,1.6936868
4616,0.2715115,medium,0.41227755,1.2975837,1.4193628
4617,0.23012328,low,0.25928444,1.0431265,2.5917401
4618,0.25055897,low,0.40135854,0.9951124,4.4865284
4619,0.24559456,low,0.4020182,1.004305,2.6797578
4620,0.29332048,medium,0.27487317,1.0137775,4.3022532
4621,0.16885865,low,0.2667884,1.0201646,3.4141374
4622,0.22643906,low,0.24442431,1.0104221,2.2029424
4623,0.1610555,low,0.25609684,1.3528353,0.76368195
4624,0.38072968,high,0.095024295,1.0818099,2.1816416
4625,0.14947468,low,0.3180555,1.0214955,4.6800013
4626,0.18497074,low,0.2397136,1.8663654,0.5434547
4627,0.3276924,high,0.34002885,1.1658778,1.6246909
4628,0.24126166,low,0.27742824,1.2086986,1.5105146
4629,0.25745565,low,0.27877906,1.1509309,1.7081769
4630,0.32182336,high,0.23016267,1.2223347,1.847946
4631,0.27605063,medium,0.2896042,1.1442988,1.75311
