row_idx,kappa,curvature_bin,lid,lof,density,label
1234,0.42267948,low,0.0858821,1.1006306,0.10762931,9
1235,0.49564403,medium,0.16556415,1.1037712,0.068753876,4
1236,0.47264278,low,0.15069911,1.0169675,0.07778896,0
1237,0.33697027,low,0.22761321,1.0205843,0.2943726,1
1238,0.54247105,high,0.06179959,1.0943453,0.09638604,7
1239,0.54743123,high,0.1032227,1.1960808,0.086122476,5
1240,0.5777252,high,0.11979891,1.0544168,0.11403901,5
1241,0.5315172,high,0.063242175,1.1185756,0.09402704,4
1242,0.4518054,low,0.16163336,1.0829513,0.081129044,3
1243,0.567832,high,0.10758949,1.0274645,0.112395875,5
1244,0.6061599,high,0.12504207,1.1195098,0.07901789,3
1245,0.47214174,low,0.15143518,0.98912174,0.13484232,6
1246,0.4616446,low,0.06544608,1.358934,0.056194022,4
1247,0.44864452,low,0.0987183,1.1713865,0.042603727,2
1248,0.50968707,medium,0.10149332,1.1281841,0.096871935,7
1249,0.61062753,high,0.1354855,1.1142527,0.06889336,5
1250,0.544822,high,0.1234812,1.0336866,0.10866091,0
1251,0.5128865,medium,0.06639812,1.1441222,0.06520722,2
1252,0.5269427,medium,0.19604261,1.0094434,0.13983013,3
1253,0.38811886,low,0.147403,1.0968238,0.23498048,1
1254,0.48593563,medium,0.1685291,1.1543139,0.09258571,9
1255,0.42508674,low,0.27280948,1.1165589,0.3048197,1
1256,0.54262984,high,0.12527134,1.0375528,0.09298082,3
1257,0.50124395,medium,0.10185505,1.0302454,0.12605868,4
1258,0.47688907,low,0.116417155,1.0432398,0.07109893,0
1259,0.49111998,medium,0.08091937,1.1203415,0.054856166,2
1260,0.55056137,high,0.07563009,1.2657145,0.09384916,3
1261,0.4362502,low,0.29740876,0.9903373,0.1491122,7
1262,0.5724633,high,0.07395242,1.1960855,0.05815105,8
1263,0.55196047,high,0.09345521,1.1820592,0.060585562,2
1264,0.5421601,high,0.06514988,1.0142083,0.1127228,3
1265,0.44602436,low,0.29158837,1.0461593,0.055177398,7
1266,0.5133631,medium,0.10996704,1.0799,0.08012821,3
1267,0.44213253,low,0.116908476,1.3013629,0.06728089,4
1268,0.56509423,high,0.20199561,0.9936956,0.13883527,5
1269,0.5481225,high,0.075881556,1.1411327,0.09038886,4
1270,0.5695842,high,0.112616405,1.026038,0.12845066,8
1271,0.44224864,low,0.11224261,1.0217065,0.11380015,0
1272,0.5378036,high,0.09675207,1.0374919,0.119083524,3
1273,0.5326073,high,0.27312416,1.0361389,0.1253664,9
1274,0.6200894,high,0.056391694,0.998194,0.15142849,9
1275,0.46027273,low,0.11361002,1.2484914,0.05553967,0
1276,0.5335594,high,0.10834206,1.05841,0.090252444,5
1277,0.5614249,high,0.08109936,1.1025997,0.09139169,3
1278,0.58189875,high,0.086535275,1.2195884,0.068438515,8
1279,0.46640348,low,0.13823196,1.071906,0.08004114,4
1280,0.51255834,medium,0.09952746,1.1702278,0.07770041,8
1281,0.5736877,high,0.1980139,1.0548215,0.09697792,0
1282,0.4385162,low,0.09785733,1.1161314,0.110001095,7
1283,0.36694396,low,0.16041516,1.0747222,0.34473878,1
1284,0.5451659,high,0.19657911,1.0158927,0.15929648,6
1285,0.5487721,high,0.18146089,1.0804218,0.09243475,2
1286,0.5431798,high,0.14165823,1.0636775,0.12739196,7
1287,0.46050972,low,0.07322397,1.2895631,0.05178045,8
1288,0.45440382,low,0.18961655,0.9969263,0.07899267,2
1289,0.56331253,high,0.12311574,1.1037564,0.09311623,3
1290,0.60811156,high,0.078846954,1.0722371,0.108783305,3
1291,0.5281385,medium,0.13836454,1.0912378,0.061314967,2
1292,0.4536063,low,0.110512905,1.1019,0.10056786,7
1293,0.4512285,low,0.1522638,1.0617816,0.09420441,6
1294,0.42501688,low,0.08732581,1.034621,0.2840337,1
1295,0.57714653,high,0.10939802,0.9905882,0.14036052,8
1296,0.4431361,low,0.09898249,1.1264929,0.09288255,3
1297,0.52934664,medium,0.086294346,1.0158427,0.14689918,9
1298,0.42978656,low,0.051505465,1.3736432,0.077408835,0
1299,0.5945387,high,0.16806234,0.99727184,0.104729235,2
1300,0.5559361,high,0.17601833,1.3054833,0.055216324,2
1301,0.46929502,low,0.14323874,1.0337633,0.119144596,6
1302,0.47564274,low,0.0721644,1.1104982,0.05316018,2
1303,0.4289419,low,0.2297594,1.0830369,0.04834015,3
1304,0.5240026,medium,0.117332056,1.2257558,0.11089046,9
1305,0.5579853,high,0.11403599,1.0318468,0.116144754,0
1306,0.60266596,high,0.10016059,1.0103439,0.14159122,8
1307,0.54908407,high,0.065437905,1.1933808,0.076861344,5
1308,0.49993646,medium,0.12342136,1.0212976,0.14464162,4
1309,0.5556984,high,0.06171418,1.0927216,0.09577202,3
1310,0.51836747,medium,0.079343304,1.0761583,0.114193656,5
1311,0.53579676,high,0.093540676,1.0571617,0.10444489,2
1312,0.54147375,high,0.13662894,1.039559,0.12463052,4
1313,0.456787,low,0.24221767,1.126824,0.06345439,7
1314,0.35253084,low,0.046933316,1.4214842,0.07020822,7
1315,0.5819408,high,0.12509789,0.9857445,0.13301602,3
1316,0.5197627,medium,0.08395209,1.0850979,0.13026357,4
1317,0.55141664,high,0.16759273,1.043062,0.092152655,6
1318,0.49825376,medium,0.14240818,1.0264881,0.12431256,4
1319,0.5461825,high,0.07768069,0.99045956,0.14670867,7
1320,0.43402046,low,0.21016638,1.142506,0.052008234,2
1321,0.46388227,low,0.11474781,1.0958207,0.30869937,1
1322,0.5584514,high,0.17493984,1.0118467,0.12182691,7
1323,0.4394074,low,0.20505504,1.0856755,0.11268063,6
1324,0.29848373,low,0.19828628,1.4340974,0.062247857,6
1325,0.5335865,high,0.124199845,1.0151982,0.105199315,5
1326,0.38411337,low,0.16793735,1.2401791,0.2720684,1
1327,0.4699372,low,0.12000616,1.3611283,0.06173443,3
1328,0.5524044,high,0.08165486,1.3776387,0.058929943,6
1329,0.5357438,high,0.1381772,1.0482984,0.05125125,4
1330,0.5580313,high,0.18953912,0.97619975,0.14807625,6
1331,0.561348,high,0.09199582,1.0118197,0.11208409,0
1332,0.4786904,medium,0.16220501,1.039106,0.1366459,7
1333,0.4863417,medium,0.12794943,1.0223325,0.13398926,9
1334,0.5544395,high,0.10227091,0.9776811,0.146873,8
1335,0.53207946,high,0.17150185,0.98542225,0.15927733,9
1336,0.45070314,low,0.07311246,1.21334,0.06752404,0
1337,0.56619656,high,0.12232646,1.0262446,0.0984489,4
1338,0.5896251,high,0.12992682,1.0059745,0.116267905,5
1339,0.52384007,medium,0.077386625,1.4750541,0.06779496,8
1340,0.5256152,medium,0.2087395,1.0287524,0.12609717,3
1341,0.46558154,low,0.08380564,1.3671823,0.061694197,7
1342,0.5051773,medium,0.08673957,1.0358754,0.08719242,6
1343,0.51836145,medium,0.03149244,2.5259771,0.03595171,3
1344,0.4410618,low,0.14451917,0.98620987,0.14295389,8
1345,0.54860103,high,0.26317793,1.0112756,0.084848925,2
1346,0.5063407,medium,0.10010435,1.007388,0.14185946,4
1347,0.57017756,high,0.0816235,1.0794315,0.08293273,8
1348,0.491924,medium,0.18484814,1.0162588,0.1210375,6
1349,0.4642917,low,0.25088423,1.058101,0.12039322,6
1350,0.5014777,medium,0.14633797,1.0796708,0.089327924,3
1351,0.55127835,high,0.20168012,1.0052342,0.0883042,6
1352,0.34518158,low,0.07590043,1.2710748,0.2036851,1
1353,0.5474495,high,0.07363158,1.1992637,0.06987578,4
1354,0.48319268,medium,0.2236925,1.0340147,0.13149047,7
1355,0.48713547,medium,0.09932279,1.0102079,0.11645224,0
1356,0.52105373,medium,0.16972342,1.0597162,0.12083834,6
1357,0.31393284,low,0.21949366,0.9982062,0.33528638,1
1358,0.5367929,high,0.16176108,0.9775673,0.18348514,7
1359,0.47498488,low,0.13831313,1.0221727,0.11614083,6
1360,0.2940051,low,0.1947102,1.1268649,0.22801249,1
1361,0.4929281,medium,0.08374385,1.105486,0.111636,8
1362,0.48366487,medium,0.27847156,1.0326489,0.13843524,9
1363,0.4661548,low,0.13062732,1.0159204,0.14084703,4
1364,0.48400855,medium,0.06258808,1.0468516,0.13160603,4
1365,0.5942092,high,0.113959275,1.1058058,0.08512401,5
1366,0.5606365,high,0.07431694,1.1927587,0.07597906,3
1367,0.38023818,low,0.3073761,1.1457906,0.2289429,1
1368,0.40752578,low,0.17169373,1.0288717,0.13198356,9
1369,0.5128579,medium,0.13712662,1.0209117,0.11804762,5
1370,0.5885346,high,0.22235481,1.0845753,0.067363985,3
1371,0.44102544,low,0.14716168,0.9821708,0.14449722,6
1372,0.5005338,medium,0.12821086,1.0602252,0.09785261,3
1373,0.5118438,medium,0.16755828,1.0186769,0.13395004,8
1374,0.5266071,medium,0.10810355,1.0826119,0.13166285,9
1375,0.45374936,low,0.13372345,1.1034529,0.09905646,6
1376,0.42454857,low,0.17155908,1.2442195,0.19199027,1
1377,0.48813903,medium,0.20326975,1.2115109,0.071969666,7
1378,0.52234304,medium,0.19355515,1.0369352,0.116911255,3
1379,0.5250736,medium,0.14460433,1.0305566,0.102454506,6
1380,0.3645385,low,0.26609746,1.0620286,0.28243408,1
1381,0.53844786,high,0.14020653,1.0492728,0.095116176,5
1382,0.41386443,low,0.17726012,0.9822229,0.44553962,1
1383,0.46425945,low,0.072022595,1.1270174,0.0661479,5
1384,0.60141814,high,0.15307441,1.0140898,0.12241902,5
1385,0.25240177,low,0.123869166,1.8480805,0.04804422,1
1386,0.5012022,medium,0.07850278,1.2892605,0.08003045,7
1387,0.44447356,low,0.17458475,1.0163678,0.13425142,9
1388,0.58533525,high,0.1067834,1.077018,0.0818131,2
1389,0.52125406,medium,0.05976123,1.1087214,0.09260529,4
1390,0.5321249,high,0.15705028,0.99496466,0.1367225,8
1391,0.49889642,medium,0.15912059,0.96944886,0.14337203,5
1392,0.50911814,medium,0.16530651,1.1130852,0.12085674,4
1393,0.53674066,high,0.07158441,0.98199874,0.15149722,9
1394,0.48762536,medium,0.15113652,1.0364058,0.106362395,6
1395,0.48860598,medium,0.12262155,1.0398139,0.11233753,3
1396,0.51269215,medium,0.12141152,1.0630007,0.100177534,6
1397,0.5810955,high,0.13163635,1.0896169,0.08193905,3
1398,0.5738987,high,0.22469147,1.0714033,0.12574919,7
1399,0.3450771,low,0.27281317,1.1983019,0.27195162,1
1400,0.5446119,high,0.08335535,1.1145115,0.08021547,8
1401,0.49058264,medium,0.15342274,1.2401242,0.085041724,5
1402,0.5068947,medium,0.2098105,1.1324052,0.049440816,9
1403,0.5247175,medium,0.1477676,0.9926655,0.15166815,7
1404,0.5259555,medium,0.18766755,0.9728544,0.14253314,6
1405,0.50493884,medium,0.10406455,1.1285169,0.0873932,0
1406,0.40898526,low,0.14548528,1.0201867,0.15408818,7
1407,0.47740877,medium,0.13159882,1.0022603,0.12692666,2
1408,0.4880355,medium,0.04424772,1.2819012,0.101726584,7
1409,0.5375949,high,0.33371764,1.1011039,0.07219876,6
1410,0.55139667,high,0.10344593,1.0929255,0.08814775,4
1411,0.52914387,medium,0.07605819,1.0131948,0.09756102,4
1412,0.5021643,medium,0.1441857,0.9952525,0.09493217,0
1413,0.59724915,high,0.07587608,1.2057015,0.068552755,2
1414,0.41105115,low,0.14576806,0.98141074,0.35355723,1
1415,0.44864774,low,0.14976811,1.2074112,0.046000455,6
1416,0.48472857,medium,0.13279213,1.0170813,0.11455007,3
1417,0.5250462,medium,0.13241324,1.0910935,0.08207969,4
1418,0.52016467,medium,0.19948028,1.0181371,0.12257942,6
1419,0.55284417,high,0.123047784,1.0366476,0.097368754,5
1420,0.3862993,low,0.3103425,1.1656296,0.048139226,3
1421,0.51861024,medium,0.13790253,1.0945203,0.06565124,3
1422,0.45751107,low,0.13431795,1.1267552,0.100214556,3
1423,0.45736456,low,0.14197913,0.9844698,0.5186976,1
1424,0.51072407,medium,0.12380702,1.0586644,0.10252854,5
1425,0.54848325,high,0.068583086,1.2382017,0.044172704,7
1426,0.56138957,high,0.110554114,1.0384911,0.09514096,9
1427,0.538458,high,0.10735757,0.9928675,0.121400334,3
1428,0.25466222,low,0.23107393,1.5655806,0.028614812,7
1429,0.5328211,high,0.069069825,0.9960769,0.11692337,0
1430,0.52082705,medium,0.22591075,1.1472977,0.086652525,2
1431,0.41711557,low,0.079308316,1.0373632,0.119238764,8
1432,0.47586966,low,0.17995606,1.0490373,0.1339839,9
1433,0.42907524,low,0.39633086,1.0783116,0.21745728,1
1434,0.50264174,medium,0.11799925,1.086394,0.11444397,9
1435,0.48084015,medium,0.14311644,0.99082756,0.14022295,7
1436,0.54281616,high,0.14596456,1.1535382,0.059445024,8
1437,0.51239645,medium,0.13751465,1.0620728,0.124629244,4
1438,0.5654752,high,0.08082206,1.1194847,0.10591522,3
1439,0.46338105,low,0.10365917,1.1914749,0.0973522,9
1440,0.526976,medium,0.07471632,1.2950886,0.06774293,4
1441,0.55679,high,0.11507653,1.176282,0.097537935,2
1442,0.564044,high,0.093709156,1.1977937,0.08325083,7
1443,0.443353,low,0.21230267,0.9825962,0.41685283,1
1444,0.5067313,medium,0.13774376,1.1693718,0.072947964,7
1445,0.42588413,low,0.11463087,0.98560464,0.40586758,1
1446,0.48950857,medium,0.19086069,1.1484851,0.08691733,0
1447,0.5146353,medium,0.19823708,1.1695622,0.05325076,2
1448,0.50115883,medium,0.07075934,1.0256953,0.13272277,4
1449,0.5176605,medium,0.034528285,1.1770109,0.061408244,2
1450,0.5601747,high,0.09019224,1.0948638,0.1052478,8
1451,0.521774,medium,0.08664629,1.0029205,0.14547607,9
1452,0.4819829,medium,0.10902587,1.0710746,0.112193644,9
1453,0.4259081,low,0.08155842,1.0440649,0.1121217,6
1454,0.5797269,high,0.16675746,1.0099944,0.15234524,9
1455,0.45302355,low,0.23960793,1.0940548,0.13067041,7
1456,0.49497902,medium,0.16138734,1.1653708,0.062285934,0
1457,0.5666053,high,0.09582053,0.9924593,0.13754377,3
1458,0.4247254,low,0.11553062,1.0581495,0.07363072,5
1459,0.5268754,medium,0.12070566,1.0699875,0.0708331,7
1460,0.4642434,low,0.1642754,1.0226929,0.07971557,0
1461,0.53153324,high,0.113971315,0.98998755,0.12815487,0
1462,0.5104836,medium,0.13282056,1.0338589,0.081835344,0
1463,0.30424362,low,0.17598993,1.0387032,0.35933816,1
1464,0.43851978,low,0.042235117,1.8650041,0.17063889,4
1465,0.4900797,medium,0.10749495,1.1764075,0.08578572,4
1466,0.5832329,high,0.17529017,1.0002892,0.17770125,9
1467,0.47532445,low,0.12390763,1.0948497,0.1115454,7
1468,0.55020416,high,0.06562503,1.0648191,0.12124855,9
1469,0.5164587,medium,0.15183257,1.051991,0.079040885,5
1470,0.47844356,medium,0.09573427,1.1624911,0.07468389,2
1471,0.5139581,medium,0.113075055,1.0495723,0.103808284,0
1472,0.5632168,high,0.13568997,0.99744415,0.122858845,5
1473,0.58756685,high,0.071156725,1.2002286,0.09700924,2
1474,0.5554682,high,0.17977893,1.0178326,0.13563795,4
1475,0.46158373,low,0.08864078,1.2653586,0.07615667,4
1476,0.48807108,medium,0.13139792,1.0096047,0.14731614,7
1477,0.5186322,medium,0.060660586,1.2167071,0.08039384,5
1478,0.4810282,medium,0.13634078,1.1464492,0.100041255,4
1479,0.43164563,low,0.15071094,1.0314695,0.13774106,4
1480,0.61666614,high,0.198169,1.0824627,0.085362144,4
1481,0.55881745,high,0.09519885,1.2135855,0.08611139,3
1482,0.3877467,low,0.17400478,1.1374137,0.17973794,1
1483,0.50318813,medium,0.11338158,1.050778,0.085891165,5
1484,0.48384774,medium,0.15667115,0.9825661,0.13518864,0
1485,0.5691165,high,0.1197798,1.2431899,0.07643802,8
1486,0.54591364,high,0.13469091,1.046057,0.10839515,5
1487,0.5129906,medium,0.12399624,1.1977834,0.097758405,8
1488,0.43869668,low,0.092564486,1.0786216,0.088474564,5
1489,0.5165204,medium,0.15137736,1.0172817,0.13842419,7
1490,0.55543315,high,0.17945895,1.1320207,0.08014303,8
1491,0.52755344,medium,0.16786169,1.1740127,0.07790248,3
1492,0.48794544,medium,0.038636945,1.4029683,0.07267957,3
1493,0.560447,high,0.12479812,1.056757,0.12499083,4
1494,0.51449525,medium,0.15202573,1.0507467,0.097687624,0
1495,0.26686472,low,0.24380784,1.628957,0.032684606,6
1496,0.4997341,medium,0.05684844,1.1632224,0.08600896,2
1497,0.5859883,high,0.10477222,1.130236,0.08088716,3
1498,0.5312153,medium,0.09880385,1.111848,0.10630498,8
1499,0.46167517,low,0.10957143,1.1163459,0.056273956,2
1500,0.5645385,high,0.09765085,1.0320277,0.06964793,2
1501,0.4711417,low,0.14903945,1.0203462,0.13028514,7
1502,0.47334588,low,0.07078955,1.0454246,0.12056918,7
1503,0.56820816,high,0.05855944,1.1613086,0.07005166,2
1504,0.47107744,low,0.08003976,1.3140299,0.0838912,6
1505,0.32629448,low,0.4153419,1.2191503,0.1382029,1
1506,0.35275686,low,0.12337601,1.2463402,0.03191683,5
1507,0.5006918,medium,0.12481575,1.4090503,0.08001785,7
1508,0.46982318,low,0.13816187,1.0946167,0.12375386,4
1509,0.5149631,medium,0.11873214,1.1063256,0.10469363,2
1510,0.48361796,medium,0.095292695,1.1017964,0.0788525,3
1511,0.4105031,low,0.12698276,1.0966012,0.11838884,6
1512,0.48604536,medium,0.18205534,0.98697686,0.16164136,4
1513,0.4870919,medium,0.11291384,1.0160277,0.09727417,0
1514,0.5101391,medium,0.11228114,0.99933094,0.13781981,8
1515,0.49672645,medium,0.27626437,1.1063726,0.11276718,6
1516,0.553356,high,0.119720034,1.1931005,0.083154,9
1517,0.31751227,low,0.14397427,1.3298013,0.029224826,7
1518,0.39986926,low,0.18805966,1.3562329,0.23508307,1
1519,0.3510208,low,0.11356272,1.0827433,0.28432742,1
1520,0.44560015,low,0.089761585,1.0534674,0.10292802,3
1521,0.43093503,low,0.26114595,1.113593,0.07347068,0
1522,0.5579755,high,0.039746016,1.1504015,0.08839635,5
1523,0.454749,low,0.15492211,1.2025548,0.08693955,9
1524,0.49373937,medium,0.12828198,1.2200413,0.08437905,7
1525,0.5479118,high,0.22271703,0.99425775,0.1083529,0
1526,0.418002,low,0.24046107,1.1589103,0.059606474,3
1527,0.539053,high,0.17140168,1.0091941,0.08292866,0
1528,0.47583264,low,0.24027824,1.026678,0.09648592,0
1529,0.4829061,medium,0.0571468,1.3557485,0.069340065,3
1530,0.3895805,low,0.1806796,1.032929,0.23446144,1
1531,0.32986683,low,0.15363893,1.1895701,0.07207371,9
1532,0.5858034,high,0.12052561,1.1437137,0.08072467,7
1533,0.5587826,high,0.12491459,1.1094551,0.070412666,2
1534,0.50638735,medium,0.29431444,1.0026486,0.14787976,8
1535,0.5252739,medium,0.13060169,1.098686,0.12307194,6
1536,0.4804902,medium,0.18926683,1.0609212,0.07456944,3
1537,0.54234695,high,0.15913785,1.2124022,0.05767723,8
1538,0.59376997,high,0.10320785,1.0481455,0.08246537,2
1539,0.56760097,high,0.09171609,1.0309095,0.10948194,2
1540,0.4720897,low,0.17810948,1.0062846,0.15660611,4
1541,0.47921264,medium,0.12835817,1.0174801,0.08811979,0
1542,0.5427257,high,0.15316516,1.1735818,0.06939543,2
1543,0.47880548,medium,0.19143435,1.1255614,0.17680942,7
1544,0.47649366,low,0.108267285,1.1244161,0.079485804,9
1545,0.470358,low,0.12381927,1.0973179,0.07463628,2
1546,0.58583987,high,0.14238563,1.0429301,0.09430326,2
1547,0.57476455,high,0.14346279,1.082188,0.11235343,4
1548,0.44675553,low,0.16879275,1.0538741,0.13396741,4
1549,0.44796073,low,0.16029924,1.0904789,0.10371374,8
1550,0.5808165,high,0.16314086,0.99623704,0.11876327,0
1551,0.36604828,low,0.19255309,1.1928122,0.071837455,7
1552,0.41739506,low,0.0957431,1.0669254,0.31056818,1
1553,0.5027852,medium,0.13669091,1.1320676,0.11053622,4
1554,0.51046026,medium,0.21260701,1.0233988,0.1145774,9
1555,0.5336787,high,0.082087606,1.0155927,0.069175065,2
1556,0.60254526,high,0.17663701,1.0330161,0.09856467,4
1557,0.4672225,low,0.15587588,0.99316937,0.080385916,2
1558,0.56770384,high,0.17066951,1.0354275,0.123426504,3
1559,0.5878414,high,0.09385216,1.0305688,0.13225734,4
1560,0.29486024,low,0.33302647,1.3097681,0.044953573,7
1561,0.6238691,high,0.13533856,1.0756307,0.07167019,2
1562,0.4599623,low,0.13966075,0.9910211,0.13004579,0
1563,0.5227429,medium,0.086455904,1.2300265,0.077341564,3
1564,0.50331366,medium,0.1494455,1.0971949,0.108234145,8
1565,0.5296526,medium,0.12654307,1.0256426,0.12811267,4
1566,0.46776688,low,0.10208015,1.1113358,0.09848388,4
1567,0.5572139,high,0.062209852,1.1527345,0.06486414,5
1568,0.5017775,medium,0.114973225,0.98424876,0.17505595,4
1569,0.33058578,low,0.21109672,1.0166844,0.39721313,1
1570,0.50057197,medium,0.12794784,1.0878562,0.08931118,8
1571,0.5654012,high,0.15934336,0.9992818,0.19323573,7
1572,0.56004053,high,0.12201593,1.1420292,0.09334335,4
1573,0.55769575,high,0.091325395,0.974837,0.15919983,4
1574,0.55770403,high,0.12493011,1.061294,0.06867393,2
1575,0.47890955,medium,0.23383969,1.0665388,0.09885121,0
1576,0.4304207,low,0.110192545,1.0036087,0.09224731,0
1577,0.53240484,high,0.13961516,1.0981697,0.0796235,2
1578,0.47425157,low,0.14053138,1.0485678,0.11588079,8
1579,0.54379034,high,0.07523124,1.2026069,0.10676922,0
1580,0.40146345,low,0.18652496,1.0691535,0.10488128,6
1581,0.5050361,medium,0.0730145,1.3578916,0.034135636,7
1582,0.58997357,high,0.050319206,1.244691,0.09320508,3
1583,0.25908548,low,0.1743469,1.0916172,0.047779985,7
1584,0.40761876,low,0.12651886,1.0622264,0.13014989,9
1585,0.39377505,low,0.19993572,1.0697067,0.09980067,7
1586,0.48053265,medium,0.12972304,1.0507773,0.09756989,4
1587,0.57484424,high,0.1697536,1.0299469,0.10041293,0
1588,0.5363722,high,0.14967847,1.0417788,0.1319328,4
1589,0.51306236,medium,0.11453332,1.085964,0.34902647,1
1590,0.32732534,low,0.10639831,1.4824841,0.119244315,1
1591,0.5515806,high,0.14094672,1.2341335,0.07073174,0
1592,0.513687,medium,0.13528642,1.0927398,0.101967536,8
1593,0.54743123,high,0.1882764,1.1010107,0.056561463,3
1594,0.3745678,low,0.32455173,1.765934,0.024473185,6
1595,0.52362645,medium,0.1350581,1.0433797,0.08373772,2
1596,0.42108423,low,0.30703562,0.9887649,0.34180814,1
1597,0.29269004,low,0.17629106,3.0252647,0.016025377,6
1598,0.538358,high,0.15838663,0.98224,0.16491884,9
1599,0.43810773,low,0.1928084,1.0074471,0.15856452,6
1600,0.31026983,low,0.39279747,0.99181944,0.4857481,1
1601,0.42784262,low,0.17228925,1.0152087,0.39019853,1
1602,0.5785656,high,0.11081877,1.1851237,0.07115706,3
1603,0.5236013,medium,0.11767412,1.169925,0.10042071,7
1604,0.562469,high,0.198842,1.1220856,0.0666666,2
1605,0.3958829,low,0.18451896,0.99006045,0.4284993,1
1606,0.4864723,medium,0.16554964,1.04842,0.08832857,0
1607,0.3587839,low,0.09103034,1.1146656,0.21611428,1
1608,0.56235194,high,0.16899227,1.0404305,0.117433496,4
1609,0.59810317,high,0.1314536,1.3692313,0.06401182,8
1610,0.53256387,high,0.1334417,1.1545511,0.07693612,6
1611,0.48263633,medium,0.08369968,1.0560853,0.11148828,9
1612,0.45757282,low,0.06946957,1.1140751,0.120336905,2
1613,0.5188159,medium,0.05694366,1.0381798,0.07168477,2
1614,0.21761078,low,0.4337482,1.7683829,0.030416185,7
1615,0.5825708,high,0.14426596,1.0097781,0.1126756,5
1616,0.4912095,medium,0.15972385,1.1562784,0.08932869,7
1617,0.29173785,low,0.09602042,2.1076102,0.018680122,6
1618,0.5451783,high,0.048180103,1.4988229,0.0748878,7
1619,0.6112538,high,0.09092371,1.1647662,0.089662455,8
1620,0.42641813,low,0.08199549,1.1578833,0.10816708,9
1621,0.5496533,high,0.10131235,1.071832,0.051848494,2
1622,0.52120435,medium,0.1645387,1.0020162,0.13931262,9
1623,0.43405002,low,0.1344764,1.1156628,0.048239604,3
1624,0.5747547,high,0.09361197,1.0253234,0.13662471,4
1625,0.40019256,low,0.17496292,1.0154651,0.32111844,1
1626,0.33847713,low,0.28765184,1.0366954,0.2773254,1
1627,0.5272347,medium,0.15795171,0.9829585,0.16670397,4
1628,0.5237005,medium,0.21304776,0.99035937,0.12739868,2
1629,0.5947404,high,0.083793364,1.032866,0.10678142,3
1630,0.5261159,medium,0.21989237,1.0255644,0.13256292,8
1631,0.5363302,high,0.13137722,1.0041535,0.13635662,4
1632,0.52862227,medium,0.15898232,1.0124279,0.09647957,2
1633,0.568226,high,0.3335917,1.0315572,0.112617955,3
1634,0.51970285,medium,0.070231505,1.2531068,0.097192265,9
1635,0.47035724,low,0.06283893,1.2225617,0.11026042,8
1636,0.52614814,medium,0.21218356,1.1036632,0.10060904,5
1637,0.44905412,low,0.0921491,1.2093099,0.07606736,3
1638,0.48304427,medium,0.18211403,0.974843,0.36423314,1
1639,0.45646054,low,0.13665843,1.1701931,0.07140288,0
1640,0.56426483,high,0.057301696,1.093643,0.07306582,5
1641,0.38965446,low,0.09544914,1.4171891,0.14792642,8
1642,0.57126546,high,0.12220039,1.1776931,0.07099,8
1643,0.4676581,low,0.1510198,0.96638393,0.1627312,4
1644,0.40117806,low,0.14395462,1.0463567,0.093608476,7
1645,0.5340059,high,0.06699001,1.033743,0.10281299,0
1646,0.4171098,low,0.07484813,1.036535,0.12710533,7
1647,0.3893876,low,0.12396241,1.0861964,0.092904046,7
1648,0.39505148,low,0.05943147,1.7240376,0.13124238,1
1649,0.41510338,low,0.14963764,1.220234,0.06258942,6
1650,0.56843394,high,0.13499936,1.0343553,0.14408019,9
1651,0.56048405,high,0.08082126,1.0373604,0.09613835,2
1652,0.50848,medium,0.0608416,1.3726476,0.052515574,5
1653,0.46245205,low,0.07390905,1.1667696,0.07750281,0
1654,0.38323885,low,0.14597203,1.4076076,0.107711874,3
1655,0.5715488,high,0.17533255,1.1362557,0.0779676,5
1656,0.5926933,high,0.21412738,1.0527852,0.10875864,3
1657,0.50654644,medium,0.15199852,1.0907257,0.046753194,9
1658,0.40787184,low,0.07951606,1.3121287,0.06192542,7
1659,0.54953253,high,0.06745822,1.0691396,0.09463732,3
1660,0.5649141,high,0.09583957,1.1119674,0.112791106,8
1661,0.60554117,high,0.112062976,1.0423396,0.12490097,8
1662,0.5481962,high,0.20481011,1.040588,0.13342868,9
1663,0.5337788,high,0.055920187,1.1144855,0.112992615,3
1664,0.5673295,high,0.1411024,1.0504988,0.11999677,9
1665,0.55550075,high,0.114587665,1.1794491,0.05598936,6
1666,0.4738012,low,0.14806142,1.0113566,0.13693826,6
1667,0.50760496,medium,0.16724542,1.0323511,0.11487279,6
1668,0.49572277,medium,0.21151875,0.9903267,0.10921216,2
1669,0.5044985,medium,0.13159096,1.0588707,0.12394534,9
1670,0.5371896,high,0.101778165,1.043195,0.094880246,6
1671,0.4403305,low,0.10500301,1.3558444,0.11672015,7
1672,0.5488545,high,0.049180396,1.0945152,0.08612965,3
1673,0.48335832,medium,0.13053405,1.0033597,0.12004285,0
1674,0.53800756,high,0.1573939,1.1368709,0.077922024,3
1675,0.50377095,medium,0.3573258,1.2804717,0.09131658,4
1676,0.4536293,low,0.11252146,1.1732004,0.056873325,4
1677,0.5167241,medium,0.18408243,1.2638234,0.060630795,6
1678,0.41476172,low,0.24087296,1.0199567,0.4351998,1
1679,0.54195493,high,0.22106808,1.1570263,0.124674626,7
1680,0.56124175,high,0.043139845,1.3238436,0.07462314,3
1681,0.5185884,medium,0.13386506,1.0327567,0.11024681,6
