row_idx,kappa,lid,lof,density,forman,curvature_bin,y
5344,0.37167382,0.28461134,1.0143628,2.0377893,0.0015011822,low,4.851
5345,0.49236393,0.125989,1.0012109,2.3683357,0.0015011822,high,4.098
5346,0.48428023,0.2182685,1.0178161,1.9573711,0.0015011822,high,4.275
5347,0.2898363,0.16111596,1.3721371,0.8941698,0.0015011822,low,5.00001
5348,0.3362155,0.17746975,1.0152357,2.00879,0.0015011822,low,5.00001
5349,0.38279474,0.30063137,1.025775,1.58061,0.0015011822,low,5.00001
5350,0.41792828,0.14846972,1.0985097,1.3417655,0.0015011822,medium,5.00001
5351,0.42758578,0.23608404,1.0601432,1.2878267,0.0015011822,medium,5.00001
5352,0.28221905,0.25112078,1.1619074,0.74119425,0.0015011822,low,5.00001
5353,0.3421898,0.29071605,1.148763,1.2711942,0.0015011822,low,5.00001
5354,0.3656801,0.05255152,0.98828864,2.236446,0.0015011822,low,5.00001
5355,0.32000518,0.17179707,1.528521,0.71808475,0.0015011822,low,5.00001
5356,0.37416822,0.10923956,0.9855948,2.0475411,0.0015011822,low,4.125
5357,0.32662964,0.22964388,1.0489197,1.9965907,0.0015011822,low,5.00001
5358,0.43530595,0.39628914,0.9969604,2.3897214,0.0015011822,medium,5.00001
5359,0.3518659,0.22100419,0.97760653,2.2114084,0.0015011822,low,4.6
5360,0.32622236,0.26575568,1.0370389,1.1772496,0.0015011822,low,5.00001
5361,0.35748637,0.17076328,1.118082,0.9684697,0.0015011822,low,5.00001
5362,0.4604054,0.21500552,1.0860304,1.765351,0.0015011822,high,5.00001
5363,0.4035678,0.18620469,1.1273806,1.4577769,0.0015011822,medium,5.00001
5364,0.43875164,0.0967906,1.0496423,1.620235,0.0015011822,high,5.00001
5365,0.40129793,0.09246912,0.97983223,1.9299598,0.0015011822,medium,5.00001
5366,0.4568658,0.15510283,1.0814757,1.689997,0.0015011822,high,4.613
5367,0.36840063,0.15067533,1.056068,1.3823487,0.0015011822,low,5.00001
5368,0.31974757,0.3605565,1.1495997,1.0776005,0.0015011822,low,5.00001
5369,0.47897607,0.18570411,1.1133739,1.5440185,0.0015011822,high,5.00001
5370,0.48259765,0.23879524,0.9868822,2.4381294,0.0015011822,high,2.077
5371,0.34220123,0.27546299,0.9854753,2.5454528,0.0015011822,low,2.542
5372,0.2983842,0.18306322,1.3221898,0.8991061,0.0015011822,low,3.404
5373,0.32599086,0.122741826,1.0422909,1.8985993,0.0015011822,low,3.091
5374,0.44380796,0.18199046,0.99595875,2.2744281,0.0015011822,high,2.716
5375,0.40153754,0.17975938,1.0941043,0.60422254,0.0015011822,medium,2.375
5376,0.43015474,0.23084971,1.0323242,1.8993553,0.0015011822,medium,3.404
5377,0.4327643,0.15100457,1.0457041,2.0447435,0.0015011822,medium,3.083
5378,0.44492567,0.28044915,1.0250582,1.8856834,0.0015011822,high,2.325
5379,0.43223268,0.18878299,1.0255692,1.7598835,0.0015011822,medium,3.194
5380,0.46742952,0.20813277,1.0627426,1.4059671,0.0015011822,high,3.194
5381,0.37617832,0.23516163,1.2259034,1.545158,0.0015011822,low,3.728
5382,0.41218907,0.12779412,0.99903077,1.8477403,0.0015011822,medium,3.273
5383,0.47784913,0.2682378,1.1190168,1.5098915,0.0015011822,high,3.0
5384,0.34474826,0.094350666,1.3964169,0.61731225,0.0015011822,low,1.844
5385,0.41157907,0.1872169,1.0457761,1.6705176,0.0015011822,medium,3.667
5386,0.45810717,0.2759682,1.0027543,2.0129173,0.0015011822,high,2.813
5387,0.45171916,0.35018772,1.0717273,1.6948891,0.0015011822,high,3.2
5388,0.51550984,0.23244357,1.0751535,1.2801844,0.0015011822,high,0.55
5389,0.49569935,0.36604124,1.1241794,1.4980414,0.0015011822,high,2.75
5390,0.35358948,0.19619884,0.9898065,2.4641001,0.0015011822,low,2.221
5391,0.3979742,0.18633,1.0910085,1.8749851,0.0015011822,medium,2.309
5392,0.42961186,0.19554684,1.0816481,1.6974461,0.0015011822,medium,2.028
5393,0.43868774,0.23170784,0.98173875,2.2080338,0.0015011822,high,1.43
5394,0.46245492,0.17591059,1.0472817,1.7643867,0.0015011822,high,1.857
5395,0.45626205,0.18179896,1.1794797,0.9433136,0.0015011822,high,3.333
5396,0.47537625,0.27898526,0.9855949,2.4207327,0.0015011822,high,2.894
5397,0.42837107,0.18326236,1.0597411,2.221134,0.0015011822,medium,4.273
5398,0.31978792,0.1611865,0.9923742,2.5273468,0.0015011822,low,3.736
5399,0.41153985,0.102475815,1.0014307,1.9236794,0.0015011822,medium,3.408
5400,0.38485682,0.14575106,1.0379593,1.3980533,0.0015011822,low,3.727
5401,0.44432145,0.24127874,1.1840293,1.2431213,0.0015011822,high,3.442
5402,0.4647798,0.28326276,1.0347205,1.7533156,0.0015011822,high,3.524
5403,0.4969524,0.2934313,0.9999059,2.3746102,0.0015011822,high,3.467
5404,0.47344226,0.15589692,1.1026727,1.4437,0.0015011822,high,3.576
5405,0.40063524,0.10850791,1.0534554,1.7629703,0.0015011822,medium,3.31
5406,0.38524097,0.1321943,1.0331246,1.442466,0.0015011822,low,3.438
5407,0.33989686,0.3283899,1.0287898,2.0216749,0.0015011822,low,3.181
5408,0.39211726,0.120232314,1.029556,1.8490305,0.0015011822,medium,3.539
5409,0.4137494,0.09805222,1.1020694,1.5741606,0.0015011822,medium,3.509
5410,0.4347335,0.42678693,1.216234,1.7055299,0.0015011822,medium,3.86
5411,0.4748668,0.28259888,1.0141728,2.4613018,0.0015011822,high,4.0
5412,0.3781374,0.22836977,1.034988,2.1140072,0.0015011822,low,4.188
5413,0.44246197,0.10081372,1.0834457,1.806498,0.0015011822,high,4.401
5414,0.31505823,0.3545312,1.0940386,1.9349304,0.0015011822,low,3.543
5415,0.3103972,0.15086146,1.0247281,2.1638098,0.0015011822,low,4.058
5416,0.3776738,0.3135074,0.9922098,2.5510337,0.0015011822,low,5.00001
5417,0.4517349,0.14601827,1.1087136,2.298354,0.0015011822,high,4.898
5418,0.41088647,0.18941155,1.0756673,1.7016064,0.0015011822,medium,4.657
5419,0.39432782,0.21452338,1.0357405,1.434682,0.0015011822,medium,5.00001
5420,0.3528077,0.2746749,1.0107131,1.794196,0.0015011822,low,5.00001
5421,0.42407298,0.19545853,1.0553824,1.8584883,0.0015011822,medium,5.00001
5422,0.38055396,0.16397434,1.3909496,0.8655376,0.0015011822,low,3.743
5423,0.36228335,0.2498398,0.97022766,2.0319276,0.0015011822,low,4.636
5424,0.36326754,0.1942305,0.9990255,2.189624,0.0015011822,low,3.408
5425,0.4160049,0.29079184,1.0451182,2.1584892,0.0015011822,medium,4.141
5426,0.4541142,0.16790128,1.0225931,1.9196415,0.0015011822,high,3.947
5427,0.43219632,0.13186197,1.2360672,1.3460784,0.0015011822,medium,4.5
5428,0.45992535,0.277583,0.99075216,2.0764203,0.0015011822,high,3.07
5429,0.42298007,0.12376207,1.1785674,0.91602784,0.0015011822,medium,3.488
5430,0.42307293,0.22808516,1.0383523,1.9051445,0.0015011822,medium,3.019
5431,0.47320038,0.21397056,1.0071732,2.239778,0.0015011822,high,3.1
5432,0.2955897,0.17275672,1.003008,1.8687046,0.0015011822,low,2.25
5433,0.4112453,0.16643567,1.0362507,1.7917995,0.0015011822,medium,3.155
5434,0.4639448,0.21419083,0.9888908,2.499042,0.0015011822,high,4.201
5435,0.3215685,0.13782503,1.0627158,1.4949181,0.0015011822,low,3.94
5436,0.40003556,0.21749343,1.1127235,1.509276,0.0015011822,medium,4.125
5437,0.39516085,0.120710194,1.1488941,1.866493,0.0015011822,medium,4.466
5438,0.46705168,0.23036988,0.9853378,2.2589028,0.0015011822,high,5.00001
5439,0.36336458,0.21398935,1.0427549,1.9746623,0.0015011822,low,4.2
5440,0.46724683,0.105171755,0.9980552,1.9920505,0.0015011822,high,3.622
5441,0.48982424,0.30480325,1.017963,1.9722598,0.0015011822,high,3.558
5442,0.4689089,0.098030046,0.9878461,2.5882413,0.0015011822,high,3.347
5443,0.33997226,0.23079741,1.0978181,1.7277173,0.0015011822,low,3.213
5444,0.43726307,0.19524665,1.0158061,2.1291096,0.0015011822,medium,3.24
5445,0.4366573,0.19557059,1.0082058,1.9739473,0.0015011822,medium,2.431
5446,0.49064225,0.12303347,1.0425011,1.9325275,0.0015011822,high,3.243
5447,0.4829694,0.1635916,0.98337936,2.4124703,0.0015011822,high,3.354
5448,0.42580616,0.18349235,0.989362,2.2164233,0.0015011822,medium,3.442
5449,0.37494224,0.2050806,0.98811907,2.2378752,0.0015011822,low,4.586
5450,0.33887982,0.16057138,1.1058066,1.497057,0.0015011822,low,3.109
5451,0.3213312,0.15081716,1.1000077,1.2355254,0.0015011822,low,3.431
5452,0.42901987,0.17438686,1.105027,1.5022339,0.0015011822,medium,3.456
5453,0.34369802,0.0899551,1.162073,1.171575,0.0015011822,low,3.267
5454,0.43948048,0.25378147,0.9772223,2.824921,0.0015011822,high,3.469
5455,0.42989564,0.14012253,1.1553952,1.377298,0.0015011822,medium,2.972
5456,0.41926396,0.19899587,1.115509,1.5486507,0.0015011822,medium,2.875
5457,0.46521902,0.1548966,1.050816,1.4912672,0.0015011822,high,2.635
5458,0.43594092,0.124402404,1.1681323,1.3124818,0.0015011822,medium,2.357
5459,0.4086483,0.16085908,1.0456026,1.6844938,0.0015011822,medium,3.214
5460,0.40539658,0.23400377,1.0540367,1.8020982,0.0015011822,medium,3.058
5461,0.37115508,0.17796822,1.024802,1.7446132,0.0015011822,low,3.0
5462,0.47463316,0.1655473,1.0381864,1.6204749,0.0015011822,high,2.85
5463,0.44238973,0.09673426,1.0596608,1.3514434,0.0015011822,high,2.393
5464,0.34108967,0.15562342,1.1044601,1.1998304,0.0015011822,low,4.25
5465,0.4137149,0.29316583,1.0843112,1.4302495,0.0015011822,medium,3.875
5466,0.4398473,0.26030964,1.1221371,1.2870618,0.0015011822,high,4.143
5467,0.3769788,0.2137956,1.0849296,1.2945585,0.0015011822,low,4.125
5468,0.47274882,0.20267431,1.0331236,1.5885779,0.0015011822,high,3.587
5469,0.47620898,0.16770412,1.0256159,1.4897772,0.0015011822,high,2.675
5470,0.36284602,0.19153531,1.014299,1.5243589,0.0015011822,low,5.00001
5471,0.3790716,0.15287538,1.318724,0.69689465,0.0015011822,low,3.5
5472,0.43698156,0.2210443,1.1580919,1.5779068,0.0015011822,medium,3.632
5473,0.44688493,0.1915113,1.0467359,1.7190691,0.0015011822,high,3.347
5474,0.45150673,0.1891084,1.1297164,1.400161,0.0015011822,high,3.359
5475,0.4298358,0.18238151,1.143144,1.459666,0.0015011822,medium,3.258
5476,0.33833593,0.19538067,1.152365,1.2469207,0.0015011822,low,3.72
5477,0.42663032,0.26670796,0.9976901,2.151143,0.0015011822,medium,3.483
5478,0.4082061,0.26861423,1.0792681,1.6758099,0.0015011822,medium,3.458
5479,0.43566966,0.12462985,1.1423562,1.5660278,0.0015011822,medium,3.267
5480,0.4297738,0.18684833,0.99017334,2.2855449,0.0015011822,medium,3.25
5481,0.3341989,0.16198304,1.0488081,1.4987485,0.0015011822,low,3.39
5482,0.4185511,0.09469648,1.1339387,1.277699,0.0015011822,medium,3.038
5483,0.49960214,0.1669269,1.1131649,1.7980288,0.0015011822,high,3.606
5484,0.42068946,0.22271568,1.0584221,1.8333136,0.0015011822,medium,4.667
5485,0.37173188,0.19286804,1.0862609,1.3272729,0.0015011822,low,5.00001
5486,0.43889832,0.201888,1.0231484,1.5615948,0.0015011822,high,5.00001
5487,0.3721881,0.10892229,1.2796917,1.0813502,0.0015011822,low,5.00001
5488,0.38365787,0.1816477,1.0970628,1.8232162,0.0015011822,low,3.431
5489,0.41731638,0.20923565,1.1526144,1.5543475,0.0015011822,medium,4.208
5490,0.46173787,0.16272734,1.0466601,1.5012178,0.0015011822,high,5.00001
5491,0.47969347,0.20473413,1.0471913,1.4454219,0.0015011822,high,5.00001
5492,0.36752784,0.25943467,1.4349215,0.73992765,0.0015011822,low,5.00001
5493,0.32024288,0.06269216,1.5356247,0.6134572,0.0015011822,low,5.00001
5494,0.42874187,0.16393623,1.7240281,0.4169786,0.0015011822,medium,5.00001
5495,0.3931684,0.18664707,1.1198082,0.8553809,0.0015011822,medium,3.218
5496,0.44780856,0.16106519,1.1311547,1.3607641,0.0015011822,high,2.72
5497,0.39376253,0.119580775,1.0868413,1.6996281,0.0015011822,medium,2.712
5498,0.37917328,0.13504075,1.1745218,1.1109987,0.0015011822,low,2.763
5499,0.41744083,0.16889046,1.1102595,1.3723427,0.0015011822,medium,2.875
5500,0.45814258,0.21269085,1.1378498,1.6249151,0.0015011822,high,2.846
5501,0.393663,0.22889902,0.9788531,2.393934,0.0015011822,medium,3.24
5502,0.29140395,0.117249854,1.4853339,0.8837155,0.0015011822,low,3.517
5503,0.43424386,0.1992061,0.98421127,2.2224102,0.0015011822,medium,3.2
5504,0.4553762,0.23831467,1.0162531,2.051903,0.0015011822,high,3.029
5505,0.39906043,0.10369836,1.1316878,1.5728949,0.0015011822,medium,3.669
5506,0.35800576,0.119100966,1.332402,0.66689056,0.0015011822,low,4.5
5507,0.3923645,0.21099871,1.1052657,1.862691,0.0015011822,medium,3.013
5508,0.4132238,0.22868338,1.0282203,2.3060732,0.0015011822,medium,3.039
5509,0.3975383,0.16573218,1.140396,1.6700711,0.0015011822,medium,2.15
5510,0.43284965,0.2427257,1.0786054,1.364212,0.0015011822,medium,2.489
5511,0.37787175,0.13206662,1.1194725,1.8369122,0.0015011822,low,2.638
5512,0.42937785,0.19571596,1.0164933,1.8710243,0.0015011822,medium,2.655
5513,0.41325843,0.34498104,1.0081444,2.2826,0.0015011822,medium,2.761
5514,0.31765342,0.30527097,0.9724865,2.663177,0.0015011822,low,2.767
5515,0.3974098,0.23220383,1.0070819,2.2907016,0.0015011822,medium,3.072
5516,0.3232686,0.11358103,1.1943169,1.2362713,0.0015011822,low,3.572
5517,0.38253987,0.16982624,1.000727,1.784628,0.0015011822,low,3.626
5518,0.46431458,0.10619055,1.1105878,1.7141547,0.0015011822,high,3.614
5519,0.44323474,0.18540342,1.0635217,1.9778453,0.0015011822,high,3.459
5520,0.36121207,0.2389034,1.0135347,1.8654076,0.0015011822,low,3.508
5521,0.41852838,0.1262113,1.0643475,1.6538404,0.0015011822,medium,3.407
5522,0.33473003,0.13220347,1.0967407,1.0067372,0.0015011822,low,3.294
5523,0.4191273,0.23053868,0.99225736,2.0963728,0.0015011822,medium,3.16
5524,0.4479428,0.26418963,1.250589,0.74875295,0.0015011822,high,3.318
5525,0.37743384,0.32313994,1.1194358,1.4855729,0.0015011822,low,2.857
5526,0.4071871,0.23719892,1.045951,2.4335837,0.0015011822,medium,3.872
5527,0.38198626,0.10464095,1.0143955,1.8151461,0.0015011822,low,3.635
5528,0.43034196,0.11203339,1.0851387,1.7480416,0.0015011822,medium,3.636
5529,0.39983827,0.14216222,1.0284313,1.8782303,0.0015011822,medium,3.56
5530,0.3859113,0.13464783,1.094429,1.6808954,0.0015011822,low,3.659
5531,0.3571148,0.119845346,1.7960426,0.6111852,0.0015011822,low,3.523
5532,0.45373052,0.110409655,1.0328808,2.0651007,0.0015011822,high,3.652
5533,0.35680568,0.15330066,1.1003484,1.7753167,0.0015011822,low,3.659
5534,0.3514974,0.18063629,1.1425966,0.79197586,0.0015011822,low,4.22
5535,0.34712428,0.11512116,1.0604163,1.3119825,0.0015011822,low,5.00001
5536,0.4346947,0.18511446,1.101649,1.6327826,0.0015011822,medium,5.00001
5537,0.39496946,0.23612261,1.0685222,1.3517385,0.0015011822,medium,5.00001
5538,0.37626237,0.26838347,1.5444908,0.24017657,0.0015011822,low,5.00001
5539,0.43623596,0.10613948,1.0398413,0.6617765,0.0015011822,medium,3.561
5540,0.3470103,0.2686137,1.3311883,0.9485601,0.0015011822,low,2.832
5541,0.3607124,0.19518326,1.0495044,1.7714312,0.0015011822,low,4.112
5542,0.36689466,0.178363,1.151249,1.3810916,0.0015011822,low,4.321
5543,0.34603697,0.18330085,1.0552121,2.1282341,0.0015011822,low,4.566
5544,0.27232337,0.26302314,1.0329496,1.5320878,0.0015011822,low,4.348
5545,0.35302925,0.3353293,1.1201384,1.6160159,0.0015011822,low,4.563
5546,0.3090632,0.072156414,1.1978029,1.8232931,0.0015011822,low,3.772
5547,0.4278558,0.13239017,1.0343245,1.7923642,0.0015011822,medium,3.307
5548,0.40739238,0.21305294,1.0747322,2.20125,0.0015011822,medium,2.878
5549,0.39942724,0.12642251,1.0693748,2.089083,0.0015011822,medium,2.945
5550,0.3145402,0.27433202,1.0353973,2.4274218,0.0015011822,low,2.99
5551,0.43516284,0.14416718,1.0758654,1.6792926,0.0015011822,medium,4.0
5552,0.45255858,0.19814709,1.0333352,1.7601097,0.0015011822,high,1.875
5553,0.34755844,0.1578463,1.2672286,0.76330906,0.0015011822,low,2.476
5554,0.3401497,0.13623199,1.059983,1.7529134,0.0015011822,low,3.033
5555,0.3990038,0.104342945,1.2835495,0.7619231,0.0015011822,medium,2.667
5556,0.3953377,0.29353735,1.0872732,1.9513652,0.0015011822,medium,2.844
5557,0.375773,0.32223776,1.0408596,2.5154564,0.0015011822,low,2.896
5558,0.41009265,0.20479292,1.178151,0.92674154,0.0015011822,medium,5.00001
5559,0.451478,0.29474133,1.0715107,1.8354657,0.0015011822,high,5.00001
5560,0.4369226,0.23428048,1.0891397,2.0202641,0.0015011822,medium,5.00001
5561,0.45668107,0.12424535,0.99294704,1.8253117,0.0015011822,high,1.759
5562,0.32458544,0.16996193,1.1263435,1.1436691,0.0015011822,low,1.596
5563,0.4130535,0.14497055,1.2906578,1.1162655,0.0015011822,medium,1.62
5564,0.44506657,0.20279825,1.0806633,1.8768884,0.0015011822,high,1.564
5565,0.42490274,0.21917525,0.9915103,2.3718092,0.0015011822,medium,1.512
5566,0.42042822,0.16966352,1.0432035,1.8771366,0.0015011822,medium,1.628
5567,0.48236072,0.15621245,1.0087192,1.7830336,0.0015011822,high,1.797
5568,0.3633116,0.12367223,1.113533,1.6664268,0.0015011822,low,2.328
5569,0.35580105,0.17403507,1.0453054,1.8302047,0.0015011822,low,1.841
5570,0.42312396,0.16982043,0.9865439,2.7159915,0.0015011822,medium,2.006
5571,0.3813529,0.24554321,1.0021461,2.589348,0.0015011822,low,2.387
5572,0.37819225,0.26257977,0.9646334,3.4193907,0.0015011822,low,2.302
5573,0.4414866,0.19745623,1.0398496,1.7491746,0.0015011822,high,2.513
5574,0.4147215,0.16894294,1.0925128,1.3700755,0.0015011822,medium,2.222
5575,0.31097436,0.15649977,1.113215,1.3012865,0.0015011822,low,2.167
5576,0.37954772,0.10859653,1.003773,2.4597669,0.0015011822,low,2.396
5577,0.48219258,0.2784898,1.0398619,1.7081196,0.0015011822,high,2.324
5578,0.3786816,0.13368526,1.1300598,0.73391616,0.0015011822,low,2.0
5579,0.44420505,0.13777436,0.9814917,2.939264,0.0015011822,high,2.402
5580,0.37743527,0.12347743,1.020254,2.1257296,0.0015011822,low,2.263
5581,0.36852944,0.35489434,0.98079944,2.5735695,0.0015011822,low,2.234
5582,0.35718644,0.3018648,0.98007077,2.4263997,0.0015011822,low,2.136
5583,0.4932574,0.12577143,1.0485772,1.8820348,0.0015011822,high,1.844
5584,0.39985245,0.124355495,0.9933361,2.008329,0.0015011822,medium,1.759
5585,0.41688734,0.14113908,0.9836572,2.0220232,0.0015011822,medium,2.827
5586,0.4487841,0.19446301,1.0245427,2.332343,0.0015011822,high,2.683
5587,0.41973358,0.19587435,0.9779324,2.6960342,0.0015011822,medium,2.333
5588,0.37577766,0.14867364,0.99893224,2.2833118,0.0015011822,low,2.353
5589,0.35989207,0.20506594,1.1219064,1.3728939,0.0015011822,low,2.033
5590,0.39616758,0.14978321,0.98343253,2.0335526,0.0015011822,medium,2.242
5591,0.37648225,0.18751207,1.0199808,2.1292686,0.0015011822,low,3.041
5592,0.3251137,0.26434967,0.99214715,2.444903,0.0015011822,low,1.711
5593,0.44694692,0.25410405,0.9818821,2.674036,0.0015011822,high,1.631
5594,0.40168077,0.20211278,1.1559165,1.6121341,0.0015011822,medium,1.815
5595,0.29824358,0.21990809,1.1378143,1.5896261,0.0015011822,low,1.28
5596,0.37944716,0.11940376,1.3102059,0.8850075,0.0015011822,low,1.313
5597,0.44049454,0.11686519,1.4609847,0.48312142,0.0015011822,high,1.875
5598,0.4068696,0.15309474,0.9923179,2.2899547,0.0015011822,medium,1.777
5599,0.32331616,0.25010645,0.98570704,2.4658587,0.0015011822,low,1.823
5600,0.39833623,0.19773,0.9973266,2.3632507,0.0015011822,medium,1.846
5601,0.3636204,0.15842462,1.0162016,2.2865202,0.0015011822,low,1.655
5602,0.39475584,0.20016299,1.1039938,1.9359511,0.0015011822,medium,1.913
5603,0.44909108,0.1732157,0.9806506,2.4210062,0.0015011822,high,1.68
5604,0.4208492,0.15762736,1.0329,1.8990033,0.0015011822,medium,1.691
5605,0.43906337,0.2233666,1.0535096,1.6100527,0.0015011822,high,1.654
5606,0.4673062,0.1284699,1.0113711,1.5586592,0.0015011822,high,1.542
5607,0.42249405,0.23348683,1.0787547,1.6313771,0.0015011822,medium,1.575
5608,0.39318436,0.089275315,1.3272138,0.9663545,0.0015011822,medium,1.462
5609,0.43047875,0.27349222,0.9940132,2.4367752,0.0015011822,medium,1.74
5610,0.35351288,0.14215821,1.0043757,2.2966952,0.0015011822,low,1.745
5611,0.40323925,0.20625538,1.008105,2.2014976,0.0015011822,medium,1.587
5612,0.3812111,0.17340006,1.0040462,2.2488294,0.0015011822,low,1.72
5613,0.41745746,0.33143532,0.97447616,2.5659628,0.0015011822,medium,1.381
5614,0.42367345,0.19505867,0.978315,2.4142056,0.0015011822,medium,1.504
5615,0.38287783,0.122027494,1.0049441,1.8496379,0.0015011822,low,1.398
5616,0.38541305,0.23825504,1.0431131,1.8440117,0.0015011822,low,1.647
5617,0.41186368,0.21226999,1.0287534,1.9229337,0.0015011822,medium,2.056
5618,0.44007826,0.18711099,1.231383,0.5221933,0.0015011822,high,3.5
5619,0.3777299,0.26861057,1.1825603,1.1768512,0.0015011822,low,1.547
5620,0.45570892,0.14921413,1.1948587,0.9499102,0.0015011822,high,1.821
5621,0.33843786,0.17107219,1.1723889,1.3971663,0.0015011822,low,1.523
5622,0.32109183,0.14248292,1.0295932,1.8637295,0.0015011822,low,1.631
5623,0.37891418,0.09690826,1.0269018,1.6325924,0.0015011822,low,1.642
5624,0.41173345,0.1916128,1.0681669,1.5615351,0.0015011822,medium,1.506
5625,0.41787344,0.25529337,1.0262742,1.5923462,0.0015011822,medium,1.673
5626,0.30721295,0.17569701,1.0083705,2.25483,0.0015011822,low,1.601
5627,0.44725156,0.19716771,1.0055352,2.2381406,0.0015011822,high,1.413
5628,0.4082713,0.15443555,1.3888706,0.2911243,0.0015011822,medium,1.125
5629,0.49357688,0.12666246,1.0247271,1.759201,0.0015011822,high,3.462
5630,0.49177426,0.36907881,1.0309114,1.8933582,0.0015011822,high,2.905
5631,0.33074367,0.11358864,1.438509,0.83000124,0.0015011822,low,1.469
5632,0.44106573,0.1346843,1.0099443,2.1263032,0.0015011822,high,1.868
5633,0.35176414,0.2542175,1.2425014,0.79410785,0.0015011822,low,1.875
5634,0.49628466,0.23827498,0.98914516,2.40873,0.0015011822,high,2.0
5635,0.4511069,0.1579276,1.0860652,1.4976511,0.0015011822,high,2.083
5636,0.39011592,0.08102002,1.2245935,0.98949564,0.0015011822,low,3.5
5637,0.39206135,0.12723356,0.9793485,2.0629475,0.0015011822,medium,4.161
5638,0.34720737,0.22500521,1.0671073,1.5055399,0.0015011822,low,2.852
5639,0.42608875,0.15734513,1.0925127,1.610265,0.0015011822,medium,2.656
5640,0.31807822,0.3162267,1.0239184,2.3117588,0.0015011822,low,2.734
5641,0.3646168,0.20645721,1.0048404,2.2507887,0.0015011822,low,2.708
5642,0.42849028,0.19812942,1.0048345,2.5425937,0.0015011822,medium,3.5
5643,0.4571761,0.2576245,0.9884978,2.3200102,0.0015011822,high,3.512
5644,0.39197832,0.29407835,1.0315049,1.8893102,0.0015011822,medium,1.924
5645,0.4909649,0.20568816,1.0484852,1.8456833,0.0015011822,high,2.031
5646,0.40326273,0.1151081,1.0056609,2.1619766,0.0015011822,medium,2.189
5647,0.41033274,0.10537056,1.0047917,2.0854113,0.0015011822,medium,1.953
5648,0.40687525,0.14191036,1.2704538,1.0478117,0.0015011822,medium,3.067
5649,0.4885422,0.10781048,1.013718,2.0225961,0.0015011822,high,2.383
5650,0.44385844,0.13707046,1.0258492,1.7450101,0.0015011822,high,2.258
5651,0.4645053,0.086065575,1.0053896,1.8656253,0.0015011822,high,2.25
5652,0.45679766,0.116852015,1.0013398,1.8644404,0.0015011822,high,2.423
5653,0.41000777,0.21660064,0.9716894,2.74448,0.0015011822,medium,2.685
5654,0.43279606,0.1758142,0.9978293,2.0456047,0.0015011822,medium,2.554
5655,0.38957608,0.120071515,0.9885854,2.2086828,0.0015011822,low,2.605
5656,0.4127462,0.16075884,1.0241317,2.7080092,0.0015011822,medium,3.685
5657,0.40250927,0.3361436,1.0235555,1.9575934,0.0015011822,medium,3.519
5658,0.50991714,0.16279694,1.0139626,1.7705134,0.0015011822,high,2.852
5659,0.37250918,0.1696787,0.9936269,2.2709532,0.0015011822,low,2.939
5660,0.40951198,0.2311744,0.9972135,2.310918,0.0015011822,medium,3.5
5661,0.46594012,0.15926449,0.9906238,2.2785408,0.0015011822,high,2.481
5662,0.48617572,0.25290006,1.050268,1.8430818,0.0015011822,high,2.345
5663,0.3981377,0.17124312,1.06692,1.5378962,0.0015011822,medium,2.432
5664,0.3708787,0.30983454,1.027531,2.0936863,0.0015011822,low,2.272
5665,0.3927803,0.16860385,1.0067346,2.2287118,0.0015011822,medium,2.317
5666,0.4860748,0.14437254,0.9809271,2.3076093,0.0015011822,high,2.575
5667,0.45059776,0.16318874,0.9849297,2.3971314,0.0015011822,high,2.534
5668,0.34736603,0.15974824,0.9645304,2.5521019,0.0015011822,low,2.678
5669,0.382069,0.19646811,0.9997927,2.127132,0.0015011822,low,2.764
5670,0.44609338,0.13348211,1.0267966,1.9712557,0.0015011822,high,3.215
5671,0.45765764,0.17393366,1.0251268,2.0668373,0.0015011822,high,3.267
5672,0.26369745,0.15916425,1.1223042,2.0653205,0.0015011822,low,3.119
5673,0.36509162,0.17534624,1.1177292,2.0028796,0.0015011822,low,4.098
5674,0.36460298,0.16491199,1.0990704,1.2064971,0.0015011822,low,5.00001
5675,0.39177465,0.09750717,1.1406032,1.3797284,0.0015011822,medium,4.467
5676,0.46285468,0.2030321,0.9933039,2.3877602,0.0015011822,high,3.0
5677,0.31375194,0.10738457,1.0241427,2.3198216,0.0015011822,low,4.019
5678,0.43703717,0.15679239,0.9921062,2.4926872,0.0015011822,medium,3.615
5679,0.43547928,0.1853762,1.0218778,1.6476017,0.0015011822,medium,4.643
5680,0.3111825,0.16152619,1.0681,1.546201,0.0015011822,low,3.328
5681,0.44464755,0.22048648,1.0106343,2.0453856,0.0015011822,high,3.038
5682,0.4610589,0.19215058,1.0334709,1.6860502,0.0015011822,high,2.543
5683,0.46788335,0.13155116,1.0711408,1.6360046,0.0015011822,high,2.25
5684,0.41743827,0.18989767,1.0539912,1.6793545,0.0015011822,medium,2.875
5685,0.37145185,0.14471743,1.1042103,1.6692866,0.0015011822,low,3.964
5686,0.44152063,0.23721784,0.993086,2.7209768,0.0015011822,high,3.671
5687,0.41675693,0.37146163,1.0197242,2.4431038,0.0015011822,medium,3.941
5688,0.34596688,0.20864175,1.0492278,1.9288433,0.0015011822,low,3.801
5689,0.403041,0.16613209,1.007893,2.6782613,0.0015011822,medium,3.61
5690,0.38235563,0.15421973,1.0445602,2.6116626,0.0015011822,low,3.527
